Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email
Pizzeria,Restaurant,,,"Via S. Pietro, 1",Lecce,Lecce,
Ristorante Agriturismo La Contessa Azienda Agrituristica La Contessa Dei F.Lli Giannaccari Marco E Celeste,Farmstay,,0832 633227,"34, STR. PROV. 16, Lequile, LE 73010",Lequile,Lecce,
Antica Rudiae Ricevimenti,Restaurant,https://anticarudiae.it/,329 100 6908,"Prov.le Lecce, Km 1,5",Copertino,Lecce,info@anticarudiae.it
MisterD BigBurgers,Sandwich shop,https://www.bigburgers.it/,320 481 8516,Via IV Novembre,Lequile,Lecce,
La Corte del Gusto,Restaurant,,329 156 9806,"Largo Castello, 3",Lequile,Lecce,
Finis Terrae - White Corner,Restaurant,,0832 631708,"Via Guglielmo Marconi, 96",Lequile,Lecce,
La Restuccia - Masseria Urban,Hotel,http://www.larestuccia.it/,0832 177 8249,Contrada Monte,Lequile,Lecce,info@larestuccia.it
Agriturismo Arangea,Bed & breakfast,http://www.arangea.it/,347 426 6522,"Via Vecchia Lecce - Copertino, 20",Lequile,Lecce,info@arangea.it
Parcheggio,Pizza restaurant,,,P.le Aldo Moro,Lequile,Lecce,
Osteria Vini Divini,Restaurant,,328 553 9483,"Via Monte Bianco, 2",Cutrofiano,Lecce,
Il Pozzino,Restaurant,https://www.pozzino.it/,340 762 9029,"Via Pozzino, Km 0,5",San Pietro in Lama,Lecce,info@pozzino.it
SUNRAY.LEQUILE,Wine bar,https://www.facebook.com/Vineriasunray21,391 745 7712,"Via Osanna, 22 a",Lequile,Lecce,
Ginolea,Restaurant,,,"Via S. Nicola Donadeo, 24",Lequile,Lecce,
Hotel Restaurant Naitendì,Hotel,http://www.naitendi.com/,0836 540964,"via Vincenzo Maria Maselli, 77",Cutrofiano,Lecce,info@naitendi.com
Fanny Restaurant Srl,Restaurant,http://www.ristorantefanny.com/,320 976 8697,Via San Nicola da Tollentino,Sogliano Cavour,Lecce,
La Restuccia - Masseria Urban,Hotel,http://www.larestuccia.it/,0832 177 8249,Contrada Monte,Lequile,Lecce,info@larestuccia.it
Borgo Chiusa | Pizzeria,Restaurant,,320 308 4705,"Via Chiusa, 141",Cutrofiano,Lecce,
Bar Delle Rose,Bar,,339 508 6914,"Via XXIV Maggio, 9",Cutrofiano,Lecce,
Piccapane,Vegan restaurant,https://biosteria.piccapane.it/,327 845 3459,"Via S. S. 476 per Sogliano, Contrada Spadafora",Cutrofiano,Lecce,info@piccapane.it
Sangiorgio Resort,Hotel,http://www.sangiorgioresort.it/,0836 542848,Strada Provinciale Collepasso,Noha,Lecce,info@sangiorgioresort.it
Ristorante Braceria Pizzeria Filocore,Restaurant,https://www.ristorantebraceriapizzeriafilocore.com/,339 588 8727,"Via Capo, 110",Cutrofiano,Lecce,ristorantefilocore@gmail.com
Tenuta Pellegrino,Restaurant,http://www.tenutapellegrinosalento.it/,327 038 3517,Via provinciale per,Aradeo,Lecce,
Tenuta Mezzana,Farmstay,http://www.tenutamezzana.it/,339 460 8631,Contrada Mezzana,Cutrofiano,Lecce,
Arnold's pizzeria,Pizza restaurant,,0836 512021,"Via XXV Aprile, 5",Cutrofiano,Lecce,
Salentini on the Road,Fast food restaurant,,366 270 5977,"Via Foggia, 53",Cutrofiano,Lecce,
DAda Birreria Pizzeria,Pizza restaurant,,377 083 5539,46G2+6J,Cutrofiano,Lecce,
DAda Birreria Pizzeria,Pizza restaurant,,377 083 5539,46G2+6J,Cutrofiano,Lecce,
Antica Masseria Scagnito,Restaurant,http://www.agriturismoscagnito.it/,335 820 8294,"Via Vicinale Padulana, 82",Corigliano d'Otranto,Lecce,info@scagnito.it
Fanny Restaurant Srl,Restaurant,http://www.ristorantefanny.com/,320 976 8697,Via San Nicola da Tollentino,Sogliano Cavour,Lecce,
Meleleo Fabio Rocco,Pizza restaurant,,0836 512021,"Via XXV Aprile, 3",Cutrofiano,Lecce,
Black & White - Pinseria - Hamburgeria -Aperitivi- Pizzeria,Pizza restaurant,,366 247 3060,"Via Giovanni Bovio, 15",Cutrofiano,Lecce,
Salentini on the Road,Fast food restaurant,,366 270 5977,"Via Foggia, 53",Cutrofiano,Lecce,
Agriturismo Piccapane,Farmstay,https://ecobnb.piccapane.it/,327 845 3459,SP363,Cutrofiano,Lecce,booking@piccapane.it
Pesce Fritto E Baccalà,Seafood restaurant,,389 792 5334,"Via Filomarini, 13",Cutrofiano,Lecce,
Mauro,Pizza restaurant,https://www.u-food.me/pizzeria-mauro-cutrofiano/,0836 512112,"Via Cesare Balbo, 4",Cutrofiano,Lecce,
Piccapane,Vegan restaurant,https://biosteria.piccapane.it/,327 845 3459,"Via S. S. 476 per Sogliano, Contrada Spadafora",Cutrofiano,Lecce,info@piccapane.it
Sirgole Orto e Cucina,Restaurant,https://www.parcodegliaranci.com/,328 054 6981,"Contrada Sirgole, 21",Cutrofiano,Lecce,info@parcodegliaranci.it
La piazzetta dei sapori,Deli,,320 765 8515,"Via Collepasso, 5",Cutrofiano,Lecce,
Cotteg Scalese,Barbecue restaurant,,,458P+96,Cutrofiano,Lecce,
Villa Vergine Srl,Event venue,http://www.villavergine.it/,0836 515880,Strada Provinciale Collepasso Noha,Cutrofiano,Lecce,info@villavergine.it
TUELA Cibo&Co,Restaurant,,320 699 7156,"Via Milite Ignoto, 18",Cutrofiano,Lecce,
La Locanda di Buck,Pizza restaurant,https://social.quandoo.com/en/groups/la-locanda-di-buck-103339,333 988 8626,"Corso Umberto I, 96",Sogliano Cavour,Lecce,
BAOBAB - Events Drink & Aperitif,Restaurant,,366 864 4614,"Via S. Nicola, 19",Sogliano Cavour,Lecce,
Ristorante Il Chiostro - Sangiorgio Resort & SPA*****,Italian restaurant,https://www.sangiorgioresort.it/,0836 542848,Prov.le Noha-Collepasso SNC,Cutrofiano,Lecce,info@sangiorgioresort.it
1000,Pizza restaurant,,0836 320002,"Via Cutrofiano, 6",Corigliano d'Otranto,Lecce,
Jack'n Jill,Restaurant,http://www.jacknjill.it/,0836 542238,"Via Veneto, 40",Cutrofiano,Lecce,info@jacknjill.it
Incoho,Restaurant,http://www.incoho.it/,0836 562511,"Viale Jonio, 24",Galatina,Lecce,
Bar da Peppino,Bar,,,"Via Capo, 25",Cutrofiano,Lecce,
Antica Masseria Scagnito,Restaurant,http://www.agriturismoscagnito.it/,335 820 8294,"Via Vicinale Padulana, 82",Corigliano d'Otranto,Lecce,info@scagnito.it
La Locanda di Buck,Pizza restaurant,https://social.quandoo.com/en/groups/la-locanda-di-buck-103339,333 988 8626,"Corso Umberto I, 96",Sogliano Cavour,Lecce,
Villa Lupia,Bed & breakfast,https://www.leggimenu.it/menu/villalupia,342 745 8274,Contrada Lupia,Cutrofiano,Lecce,
"''Fioreria Il Punto Verde""",Florist,https://www.ilpuntoverdeonline.it/,0836 541398,"Via XXV Aprile, 70",Cutrofiano,Lecce,
L'Antica Dispensa,Pantry,,0836 541577,"Via Palermo, 9",Cutrofiano,Lecce,
Ristorante Sinòdia,Restaurant,https://sinodiarestaurant.com/,0836 315036,"Via Capiterra, 5",Corigliano d'Otranto,Lecce,sinodia.restaurant@gmail.com
Mystic Pizza,Pizza takeaway,,329 813 3040,Via Duca D'Aosta,Cutrofiano,Lecce,
STUZZICO ristorante self service pizzeria caffetteria,Self service restaurant,,0833 867906,"Via Massimo D'Azeglio, 34",Galatone,Lecce,
Gustavo,Italian restaurant,,345 615 5711,"Via Gallipoli, 48",Galatone,Lecce,
Tipozerø,Pizza restaurant,http://www.tipozero.it/,0836 234401,"Via Robertini, 3",Galatina,Lecce,
Arte e Cucina Sushiro,Sushi restaurant,,350 813 9024,Via Salento,Galatone,Lecce,
SCAPRY Ristorante,Restaurant,http://www.scapryristorante.it/,351 819 5700,"Via Colonna, 11",Galatone,Lecce,info@company.net
Casina Bardoscia,Farmstay,http://www.casinabardoscia.it/,320 941 7475,S.P. 41 Km 3.7 Noha- Collepasso,Cutrofiano,Lecce,info@casinabardoscia.it
Salvino De Donatis Ceramiche Artistiche dal 1650,Pottery store,http://www.facebook.com/Salvino-De-Donatis-Ceramiche-Artistiche-dal-1650-168046910067910/,338 119 3808,"Via Carlo Pisacane, 30",Cutrofiano,Lecce,
Mangia Fuoco Pizzeria Braceria,Pizza restaurant,,347 651 7368,"LE, Viale XXIV Maggio, 115",Galatone,Lecce,
Arte & Cucina Restaurant,Restaurant,,328 161 4932,"Via Lecce, 13",Galatone,Lecce,
Sascianne,Restaurant,https://www.ristorantepizzeriasascianne.it/,0833 867168,"Via Colonna, 27",Galatone,Lecce,grecooreste.srl@gmail.com
Gioia Pizzeria Ristorante,Restaurant,,391 332 7184,"Via G. Megha, 22",Galatone,Lecce,
Trattoria Le Romanelle,Restaurant,https://social.quandoo.com/en/groups/trattoria-le-romanelle-102864,366 264 7510,"strada comunale toffo inferiore, 73044",Galatone,Lecce,
Qualo,Beer hall,,327 572 2821,"Piazza S. Demetrio, 10",Galatone,Lecce,
Sapori Sotto L'arco,Restaurant,,329 589 8930,"Via Paraporti, 28",Galatone,Lecce,
Floga Ristorante,Seafood restaurant,https://www.floga.it/,327 992 4301,"P.za Pertini, 2",Galatone,Lecce,
Pizzeria Agora' Di Cirignaco Giorgio,Pizza restaurant,,0833 867317,"Via A. Pagliarulo, 36",Galatone,Lecce,
Hackers pizzeria,Pizza restaurant,https://goo.gl/ikLsYD,328 690 6303,"Via Pietro Maroncelli, 3",Galatone,Lecce,
Plaga,Restaurant,,351 572 1939,Piazza Umberto I,Galatone,Lecce,
Trattoria Paninoteca MammaMia,Fast food restaurant,,389 239 5456,"Via S. Sebastiano, 35",Galatone,Lecce,
Ristorante-Pizzeria Da Franco,Pizza restaurant,https://www.instagram.com/ristorante_pizzeria_da_franco_/,0833 865086,"Via del Mare, 2",Galatone,Lecce,
Convitto,Pizza restaurant,https://convittopizzeria.it/,345 615 5711,"Via Lecce, 1",Galatone,Lecce,info@convittopizzeria.it
Hackers pizzeria,Pizza restaurant,https://goo.gl/ikLsYD,328 690 6303,"Via Pietro Maroncelli, 3",Galatone,Lecce,
Officine 17,Pizza restaurant,https://social.quandoo.com/en/groups/officine-17-galatone-103964,393 795 6534,"Via Madonna delle Grazie, 17",Galatone,Lecce,
Arte e Cucina Sushiro,Sushi restaurant,,350 813 9024,Via Salento,Galatone,Lecce,
Caffetteria Mirò,Bar,,0833 865041,"Via XX Settembre, 5",Galatone,Lecce,
Graffio - Coffee Bar Pasticceria Gelateria,Cafeteria,,0833 867096,"Viale XXIV Maggio, 104",Galatone,Lecce,
Prosit,Bar,,0833 864526,"LE, Viale XXIV Maggio, 123",Galatone,Lecce,
B&B La Campana Salentina,Bed & breakfast,http://www.facebook.com/lacampanasalentina,389 349 3640,"Via Sant' Anna, 8",Galatone,Lecce,
Agriturismo Allisanti,Traditional restaurant,,320 885 5134,Allisanti,Galatone,Lecce,
Masseria Lo Prieno,Farmstay,,327 311 0307,Strada vicinale / via vicinale Orelle,Galatone,Lecce,
Ferro & Fuoco,Restaurant,https://www.instagram.com/ferroefuoco.galatone/,388 494 7820,Via del Mare,Galatone,Lecce,
Garden Bar,Bar,http://www.facebook.com/garden.bar.9/,0833 865642,"Via XX Settembre, 149",Galatone,Lecce,
Ristorante La Saletta,Restaurant,,0833 880836,"Unnamed Road, 73044",Galatone,Lecce,
Scialabà,Pizza restaurant,,389 100 9937,"LE, Via C. Poerio, 2",Galatone,Lecce,
Restored Braceria Trattoria,Restaurant,,,"Via Principe Amedeo, 18",Galatone,Lecce,
Movida retró caffe,Bar,,388 690 7638,Via S. Sebastiano,Galatone,Lecce,
Another Cheers Bar and Aperitif,Bar & grill,,333 796 9537,"Viale Aldo Moro, 120",Galatone,Lecce,
Mi Sfizio,Creperie,,338 868 7790,Piazza Itria,Galatone,Lecce,
Paninoteca Anima e Core,Sandwich shop,,366 177 0924,Piazza Padre Pio,Galatone,Lecce,
NEW Trattoria da Santino,Restaurant,,,"via 73044, Via Armando Diaz, 44",Galatone,Lecce,
Caffetteria Garibaldi Di Calo' Antonio,Bar,,393 065 8545,"Via G. Garibaldi, 63",Galatone,Lecce,
Vico 106 Salumeria Bistrot,Bistro,,329 038 9109,"Via XX Settembre, 106",Galatone,Lecce,
"Tabaccheria,caffetteria Tundo",Cafe,,327 311 0318,"Viale Aldo Moro, 66",Galatone,Lecce,
Plaga,Restaurant,,351 572 1939,Piazza Umberto I,Galatone,Lecce,
Masseria Salento San Sebastiano | Rural Chic,Bed & breakfast,https://nardomasseriasalentogalatone.com/,345 615 5711,Contrada Vignali,Galatone,Lecce,
Pizzeria Agora' Di Cirignaco Giorgio,Pizza restaurant,,0833 867317,"Via A. Pagliarulo, 36",Galatone,Lecce,
Ristorante La Reggia,Restaurant,https://lareggiaristorante.it/,327 490 5774,Località La Reggia,Galatone,Lecce,
ShishaCAFE,Pizza restaurant,http://www.villaggiosantarita.it/,335 101 6778,"Santa Maria Al Bagno, Villaggio Santa Rita, strada statale",Galatone,Lecce,
Locanda Del Levante,Restaurant,,0833 546678,Piazza Antonio dell'Abate,Tricase,Lecce,
La Capsuleria Galatone,Cafe,http://www.allegricaffe.com/,330 807 228,"Via Savoia, 89",Galatone,Lecce,info@lacapsuleria.com
Ristorante Gastronomia Indino,Restaurant,,0833 545558,"Via dei Pellai, 45",Tricase,Lecce,
Donna Maria,Restaurant,https://social.quandoo.com/en/groups/donna-maria-104183,0833 212878,"Parcheggio presso Liceo Comi, Via Marina Porto",Tricase,Lecce,
de carbu,Restaurant,http://www.decarbu.it/,371 569 9843,"Via Dante Alighieri, 9 bis",Tricase,Lecce,info@decarbu.it
La Puccia Loca,Hamburger restaurant,,338 997 1852,"Via Luigi Cadorna, 115",Tricase,Lecce,
119 Restaurant & Wine Bar | Ristorante,Restaurant,https://ristorante119.it/offerte-del-mese.php,320 971 7821,"Piazza Marinai d'Italia, 87",Tricase,Lecce,info@ristorante119.it
Taverna del Porto,Seafood restaurant,http://www.tavernadelporto.com/,0833 775336,"Lungomare Cristoforo Colombo, 121",Tricase Porto,Lecce,
Alle Mattrebanche - HOME Restaurant,Traditional restaurant,http://www.allemattrebanche.it/,339 785 5395,SC le Matine,Tricase,Lecce,
A Casa Mia,Seafood restaurant,http://www.acasamiatricaseporto.it/,347 380 8732,"Via Santa Marcellina, 1",Tricase Porto,Lecce,
Le Strittule,Pizza takeaway,,329 126 0906,Via Sant'Oronzo,Tricase,Lecce,
Bellavista Ristorante Tricase Porto,Fish restaurant,http://www.bellavistatricaseporto.it/,347 257 0014,"Via Borgo Pescatori, 32",Tricase,Lecce,info@bellavistatricaseporto.it
Masseria Nonno Tore Agriturismo Biologico,Farmstay,http://www.masserianonnotore.it/,328 102 1541,Contrada Madonna di Loreto,Tricase,Lecce,
Agriturismo Fica Torta,Farmstay,http://www.agriturismoficatorta.com/,340 843 4874,Contrada Fica Torta,Tricase,Lecce,info@agriturismoficatorta.com
La Cistareddha,Pizza restaurant,https://social.quandoo.com/en/groups/la-cistareddha-104396,347 847 6302,"Via Marina Serra, 44",Tricase,Lecce,
Viking Braceria Tricase,Chophouse restaurant,https://social.quandoo.com/en/groups/viking-braceria-tricase-104337,327 545 4436,"Corso Apulia, 93",Tricase,Lecce,
Anime Sante,Seafood restaurant,,339 798 4291,"Lungomare Cristoforo Colombo, 147",Tricase,Lecce,
Spicchi d'Arte,Pizza restaurant,,0833 609419,"Via Giacomo Matteotti, 73",Specchia,Lecce,
Pizzeria El Paso,Pizza restaurant,,0833 545530,"Piazza Marinai d'Italia, 2/3",Tricase,Lecce,
Castello di Tutino,Event venue,https://www.castelloditutino.it/,333 181 7362,"Piazza Castello dei Trane, 1",Tricase,Lecce,Schermata-2020-08-03-alle-18.19.28@2x-1400x558.png
Tenuta Caporale,Restaurant,,392 617 9983,,Tricase,Lecce,
I Fornelli di Teresa,Restaurant,,0833 770312,"Via Giuseppe Tartini, 17",Tricase,Lecce,
GRITA,Greek restaurant,https://www.gritacafe.it/,0833 546827,"Via Gioacchino Toma, 15",Tricase,Lecce,
Ristorante Chiostro degli Scolopi,Restaurant,http://www.chiostrodegliscolopi.it/,328 415 8093,"Via Monsignor Ingletti, 14",Tricase,Lecce,puertoescondido1970@gmail.com
Mamma Li Turchi,Gastropub,,328 102 1493,"Via Borgo Pescatori, snc",Tricase,Lecce,
A' Verace Pizzeria Napoletana,Pizza restaurant,https://www.facebook.com/averacepizzeria/,348 713 2938,"Corso Roma, 187",Tricase,Lecce,
Martinucci Laboratory Tricase,Ice cream shop,https://www.martinuccilaboratory.it/,0833 546280,"Via S. Demetrio, 4-73039/4-73039",Tricase,Lecce,
TRATTORIA BACCO,Italian restaurant,,0833 193 4254,"Via dei Pellai, 13",Tricase,Lecce,
Fish by Daniel,Fish store,,0833 545658,"Via Sant'Agostino, 36",Tricase,Lecce,
VaGiù e TiramiSù Home Restaurant,Restaurant,https://salentovip.it/listings/vagiu-e-tiramisu/,340 312 3151,Via Carlo Alberto Dalla Chiesa,Tricase,Lecce,
Ristorante Grotta Matrona,Seafood restaurant,,366 490 7383,"Via Grotta Matrona, 1",Marina Serra,Lecce,
Caffè d'Oltremare,Bistro,,351 526 9162,Lungomare Cristoforo Colombo,Tricase,Lecce,
Overline Food & Gin Inspiration,Pizza restaurant,,345 388 3600,"Via Armando Diaz, 26",Tricase,Lecce,
Hotel il Vascello,Hotel,https://www.hotelilvascello.it/,0833 775060,via Grotta Matrona,Tricase,Lecce,info@hotelilvascello.it
Pizzeria Core a Core Tricase,Pizza restaurant,,338 118 8777,Piazza Castello dei Trane,Tricase,Lecce,
Fratelli di mare,Restaurant,,,Lungomare Cristoforo Colombo,Tricase,Lecce,
Pizzeria Da Luigi,Pizza restaurant,,0833 544416,"Via Carlo Cattaneo, 29",Tricase,Lecce,
Sakura,Japanese restaurant,,348 756 8851,"Corso Ottaviano Augusto &, Corso Giulio Cesare",Tricase,Lecce,
LA LAMPARA SRL,Fish store,https://www.facebook.com/lalamparapescherie/,0833 545247,"Via S. Leonardo, 26",Tricase,Lecce,
Che Voglia,Ice cream shop,,333 868 3824,Piazza dei Cappuccini,Tricase,Lecce,
Pizzeria Lu Salentu,Pizza restaurant,,347 795 9741,"Via Ciro Menotti, 37",Tricase,Lecce,
Dinastya sushi di Tricase,Restaurant,http://tricase.dinastyadi.com/,375 605 5970,"Via Vittorio Emanuele II, 11",Tricase,Lecce,
La Voce del Mare,Seafood restaurant,http://www.lavocedelmare.eu/,380 398 6079,"Via Vittorio Veneto, 61",Tiggiano,Lecce,info@example.com
Menamè Tricase Porto,Bar,,328 954 0754,Lungomare Cristoforo Colombo,Tricase Porto,Lecce,
La Rotonda S.R.L.,Restaurant,,0833 775336,"Via Colombo, 135",Tricase Porto,Lecce,
Gallone Real Pub - Tricase,Restaurant,https://www.bavariaegallone.it/,347 628 0767,"Piazza Giuseppe Pisanelli, 15",Tricase,Lecce,lohengrinpub@gmail.com
Made in Sud Pizzeria Trattoria,Pizza restaurant,https://www.spesamitushop.it/api/fb/_vk4yl,0833 169 0592,"Via Filippo Turati, SNC",Tricase,Lecce,
Pizzeria la Prima,Pizza restaurant,,349 539 5170,"Via Liborio Romano, 36",Tricase,Lecce,
Creperia Movida,Creperie,,380 746 5842,"Piazza Giuseppe Pisanelli, 9",Tricase,Lecce,
Djambé,Food producer,https://www.facebook.com/Djamb%C3%A920-104953081291612/,351 983 0830,"Via Carlo Cattaneo, 1",Tricase,Lecce,
Trattoria Iolanda,Restaurant,http://www.trattoriaiolanda.com/,0833 784164,"V. Montanara, 2",Lucugnano,Lecce,trattoria.iolanda@gmail.com
Bar Lemì - Cozze e Gin - Ippazio Turco Chef - Storico Bistrot di Pesce,Restaurant,https://www.instagram.com/lemicozzegin/,347 541 9108,"Via Tempio, 20",Tricase,Lecce,
vantaggiato,Indoor lodging,https://vantaggiato.dormireinitalia.top/,0833 544057,"Via Domenico Caputo, 15",Tricase,Lecce,
Kashmir Kebab di Afzal,Kebab shop,,327 626 8050,"Via Luigi Cadorna, 133",Tricase,Lecce,
Pizzeria Borgo Antico,Pizza restaurant,,0833 545656,"Piazza Giuseppe Pisanelli, 26",Tricase,Lecce,
Masseria Uccio,Bed & breakfast,https://www.masseriauccio.com/,320 314 6486,Via Madonna di Fatima,Tricase,Lecce,info@masseriauccio.com
Delitia,Bar,https://delitiacafe.it/,389 246 5968,"Via Saverio Lillo, 15",Tricase,Lecce,
Aia Nova Ricevimenti,Banquet hall,http://aianovaricevimenti.it/,320 314 0077,Contrada Posti,Tricase,Lecce,
Baits Morsi Diversi,Bistro,https://www.instagram.com/baitsmorsidiversi,328 817 3624,"Via Umberto I, 110",Tricase,Lecce,
Bolina - Tricase Porto,Restaurant,http://bolinatricaseporto.it/,0833 169 4860,Lungom. C. Colombo,Tricase Porto,Lecce,
La Pizzica,Restaurant,,327 786 3139,"Via Cristoforo Colombo, 205",Marina di Andrano,Lecce,
Lu Trave - Paninoteca e Panzerotteria Gourmet,Sandwich shop,https://www.facebook.com/Lu-Trave-624169284907050,371 324 4207,"Piazza del Popolo, 15",Tricase,Lecce,
Sandy Bar - Pizzeria,Pizza restaurant,,324 773 7810,"Via Teodosio, Via Diocleziano, 2",Tricase,Lecce,
Pizza Roma 71 Tricase,Pizza takeaway,,0833 541536,"Corso Roma, 59",Tricase,Lecce,
One Piece Food di Fersini Cristian,Sandwich shop,,353 316 6142,Via Marina Porto,Tricase,Lecce,
Pizzeria Pinocchio,Pizza takeaway,,346 181 6291,"Piazza Principessa Antonietta Melodia, 17",Tricase,Lecce,
Caffè Cappuccini,Bar,https://caffecappuccinigroup.it/,0833 609494,Piazza dei Cappuccini,Tricase,Lecce,
Tricase Porto,,,,,Tricase Porto,Lecce,
Madamadoré,Italian restaurant,http://www.facebook.it/TrattoriaMadamadore/,329 032 7256,"Via Solferino, 1",Tiggiano,Lecce,
CLANDESTINO 13,Fast food restaurant,,388 323 3336,"Piazza dei Cappuccini, 20",Tricase,Lecce,
Jamao Music Drinks,Pizza restaurant,http://www.jamao.it/,366 748 6346,"Via Carlo Mirabello, s.n",Marina Serra,Lecce,
Grotta Del Conte,Seafood restaurant,http://www.grottadelconte.com/,0836 943349,"Via Duca del Mare, 2",Castro,Lecce,info@grottadelconte.it
Masseria Galatea,Restaurant,http://www.masseriagalatea.it/,328 748 2252,"SP210, 191",Alessano,Lecce,//masseriagalatea@gmail.com
Black Out,Restaurant,,338 134 7774,SP178,Tricase,Lecce,
Bavaria Traditional Pub,Gastropub,http://www.bavariaegallone.it/,392 084 6337,Via Bernardino Varisco,Tricase,Lecce,lohengrinpub@gmail.com
Ristorante Aragosta Castro,Restaurant,https://ristorantearagosta.it/,0836 943289,"Via Litoranea per, Via Litoranea Tricase, 3",Castro,Lecce,info@ristorantearagosta.it
Gusti,Pizza restaurant,https://www.gusti.app/,329 180 9141,"Via Ferruccio Caputo, 9",Melissano,Lecce,name@example.com
Salento street food - Qquai,Restaurant,,348 515 6421,Sp 288 km2,Melissano,Lecce,
pizzeria Scialaneddha,Restaurant,,345 429 5945,Via Casarano,Melissano,Lecce,
Pizzeria Savio,Pizza restaurant,,0833 588480,Via Roma,Melissano,Lecce,
Ristorante la Ficarigna,Restaurant,http://www.laficarigna.it/,0833 535398,"Via Grazia Deledda, 2",Specchia,Lecce,info@laficarigna.it
Pizzeria Arcobaleno,Pizza restaurant,,320 347 7775,Via Enrico Berlinguer,Melissano,Lecce,
Macelleria Braceria Del Monte di Pier Paolo Del Monte,Butcher shop deli,,0833 601603,"Via Leonardo Da Vinci, 39",Melissano,Lecce,
L’ Ozio street food,Restaurant,,379 178 7642,Via Silvio Pellico,Melissano,Lecce,
L’Aja Noa Guagnano Ristorante Pizzeria,Restaurant,,0832 706739,"Via Provinciale, 219",Guagnano,Lecce,
The Kitchen,Pizza restaurant,https://the-kitchen.metro.bar/?lang=it,0832 409069,"Via Umberto I, 20",Salice Salentino,Lecce,
La Roscia te lu Fucalire,Restaurant,,342 791 0453,"Via Tenente C. Maritati, 37",Salice Salentino,Lecce,
Canapé Prato's Bistrò,Restaurant,http://canapebistro.it/,0832 407086,"Via G. Brodolini, 19",Salice Salentino,Lecce,
Sakura Sushi,Japanese restaurant,,0832 408182,"Via Senatore De Castris, 158",Salice Salentino,Lecce,
La Grottella,Pizza restaurant,https://www.instagram.com/lagrottella/,331 148 7914,Via c.da Grotte,Li Curti,Lecce,
"Ristorante,Pizzeria Il Pomodoro",Restaurant,,389 614 0813,"Via Vittime di Marcinelle, 5",Salice Salentino,Lecce,
Li Matassari,Restaurant,,392 106 6876,"Via Bardi, 1",Guagnano,Lecce,
Pizzeria La Diavola,Pizza restaurant,,347 911 3547,"Via d. Alighieri, 21/17",Salice Salentino,Lecce,
Castello Monaci,Wedding venue,http://www.castellomonaci.com/,0831 666071,Contrada Masseria Monaci,Salice Salentino,Lecce,info@castellomonaci.com
Conte Cavour,Seafood restaurant,,0832 159 2175,Via IV Novembre,Veglie,Lecce,
L ' ottavo Nano,Pizza takeaway,,329 867 8271,"Via Umberto I Angolo, Via Tenente C. Maritati",Salice Salentino,Lecce,
Bar Lucia Tonio Barba,Dessert shop,https://bar-lucia.eatbu.com/?lang=it,347 914 1037,"Via Camillo Benso Conte di Cavour, 14",Salice Salentino,Lecce,
Pizzeria Paradiso,Restaurant,,335 137 9067,SP4 Novoli,Salice Salentino,Lecce,
Ristorante Pizzeria La Favorita,Pizza restaurant,https://www.ristorantelafavorita.it/,339 422 4428,"Via Gianni Rodari, 1",Guagnano,Lecce,info@ristorantelafavorita.it
Braceria,Restaurant,,328 213 0098,"LE, Via Taranto, 122",Campi Salentina,Lecce,
L'Orecchietta - Enogastronomia,Pasta shop,http://www.lorecchietta.com/,370 141 3655,"Via Vittorio Veneto, 49",Guagnano,Lecce,info@lorecchietta.com
Il Paisiello,Seafood restaurant,,320 199 2518,"Via Monte Grappa, 68",Veglie,Lecce,
Giuri’ss Pasticceria Gelateria di Federico Perrone,Pastry shop,https://pasticceriagiuriss.eu/,329 271 4175,"Via G. Quarta, N 54",Salice Salentino,Lecce,shop@pasticceriagiuriss.eu
Caffetteria Jox,Bar,,0832 732830,"Via Pietro Nenni, 10",Salice Salentino,Lecce,
Don Fausto - cucina e passione,Restaurant,https://don-fausto.eatbu.com/?lang=it,0832 882997,"Via A. Doria, 10",Vernole,Lecce,
Friggitoria I Due Mari DÀ MASSIMO E MARY,Restaurant,,338 982 1717,Villa comunale di,Vernole,Lecce,
Ristorante Pizzeria Antica Locanda 1899,Restaurant,,339 318 3997,Via Segine,Vernole,Lecce,
Masseria Caronte,Restaurant,https://masseriacaronte.it/,320 692 6818,"Via Lecce, 137",Vernole,Lecce,info@masseriacaronte.it
La Locanda,Restaurant,http://www.lalocandacampisalentina.it/,348 316 6735,"Via Raffaele Maddalo, 35",Campi Salentina,Lecce,lalocanda.campisalentina@gmail.com
Oltremare Ristorante by Puntarenas Salento,Restaurant,,333 305 5378,"Via Nazario Sauro, 4",Vernole,Lecce,
PIZZERIA VITTORIO VENETO,Pizza restaurant,,0832 891023,"Piazza Vittorio Veneto, 52",Vernole,Lecce,
I Minuti Piaceri,Restaurant,http://www.minutipiaceri.it/,328 925 1891,"Largo Castello, 15",Acaya,Lecce,
Casina del Grillo,Restaurant,,328 313 3117,,Lizzanello,Lecce,
Trattoria Nonno Pici,Restaurant,http://www.trattorianonnopici.it/,0832 407494,"Via del Fossato, 4",Acaya,Lecce,
I Sapori Salentini,Italian restaurant,https://social.quandoo.com/en/groups/i-sapori-salentini-102822,379 293 3755,"40.30784542982481, 18.25816745479371, Provinciale Lizzanello",Pisignano,Lecce,
Le Tre Stelle di Mare,Restaurant,,,SP366,Vernole,Lecce,
